"","Reference.Number","Name","group","category","class","Feature.Easting","Feature.Northing","Positional.Accuracy.Code","Unique.Property.Reference.Number","Topographic.TOID","Topographic.TOID.Version","ITN.Easting","ITN.Northing","ITN.TOID","ITN.TOID.Version","Distance","Address.Detail","Street.Name","Locality","Geographic.County","Postcode","Verified.Address","Administrative.Boundary","Telephone.Number","URL","Brand","Qualifier.Type","Qualifier.Data","Provenance","Date.of.Supply"
"600809",95548671,"First Cut Barber",2,10,156,542973.5,183676.1,1,46003888,"0001000041884262",2,542976.9,183658.5,4000000030360037,2,17.9,"497","Barking Road","London","Greater London","E6 2LN","Y","Newham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"600818",95488098,"Dagenham Swimming Pool",4,24,293,549088.8,186808.7,1,NA,"5000005102865054",1,549150.4,186814.3,4000000030262901,3,61.9,"","Althorne Way","Dagenham","Greater London","RM10 7AY","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"600831",95511350,"The Asylum",2,10,180,551960.8,188155.5,1,200001870564,"0001000000290694",3,551973.2,188160.8,4000000030263678,3,13.5,"4","Park Lane","Hornchurch","Greater London","RM11 1BB","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"600937",95381211,"Dhaka Tandoori",1,2,18,549059.1,183644,1,100068889,"0001000000154618",2,549041.5,183633.7,4000000031019497,1,20.4,"10","Goresbrook Road","Dagenham","Greater London","RM9 6UR","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"600942",95845930,"The Shepherd's Cafe & Restaurant",1,2,13,544525,184405,1,NA,"1000001811128083",2,544510,184416.3,4000000030360709,4,18.8,"12-20","Longbridge Road","Barking","Greater London","IG11 8RX","N","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"600982",95285812,"Heath Park Bakery",9,47,661,551949.9,188185,1,100023211441,"0001000000290755",3,551949.9,188199,4000000030263679,2,14,"90","Brentwood Road","Romford","Greater London","RM1 2EL","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"601010",95786315,"Best Cafe",1,2,13,548237,187504,1,NA,"0001000000119066",8,548224.9,187527.2,4000000031179825,2,26.2,"Dominion Works","Freshwater Road","Dagenham","Greater London","RM8 1RX","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"601118",95529706,"Flex Hair Studio",2,10,156,544038.1,185259.1,1,10023192305,"0001000007194429",3,544052.5,185264.4,4000000030360759,2,15.3,"374a","Ilford Lane","Ilford","Greater London","IG1 2LZ","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"601122",95378605,"Percy Ingle",9,47,661,544318.6,184131.5,1,100055716,"0001000007191090",5,544346.2,184153.6,5000005111018028,1,35.4,"64","East Street","Barking","Greater London","IG11 8EQ","Y","Barking and Dagenham London Boro",2085569431,"www.percy-ingle.co.uk","Percy Ingle","","","Local Data Company","2015-03-01"
"601304",95381213,"The Balti Cottage",1,2,43,549037.2,183653.5,1,100101090,"0001000000154622",3,549024.9,183638.6,4000000030159376,5,19.4,"18","Goresbrook Road","Dagenham","Greater London","RM9 6UR","Y","Barking and Dagenham London Boro",NA,"","","Restaurant Type","Indian Restaurant","Local Data Company","2015-03-01"
"601308",95377637,"Islam Mehdi",9,47,662,544420.4,184033.1,1,100047436,"0001000007191074",4,544433.9,184041.9,4000000030360596,4,16.1,"38","Ripple Road","Barking","Greater London","IG11 7PG","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"601314",95381291,"Peter's Hair Stylists",2,10,156,550901.2,187357.6,1,100023219266,"0001000000221060",4,550920.5,187356.4,4000000031248838,1,19.3,"92","Dagenham Road","Romford","Greater London","RM7 0TJ","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"601375",95381199,"Roys Pie & Mash",1,2,13,549036.9,184653.7,1,100090800,"0001000000158054",2,549053.6,184650.1,4000000031211835,1,17,"3 Station Parade","Heathway","Dagenham","Greater London","RM9 5AW","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"601469",96583154,"Thomas Young & Co",2,11,190,547760.1,187957.8,1,100089836,"0001000000061216",2,547769.4,187931.7,4000000030258931,4,27.7,"17a","High Road","Romford","Greater London","RM6 6PU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"601819",95417640,"Everest",2,11,190,546774.8,187018.5,1,100023050460,"0001000007472789",3,546774.1,187033.8,4000000030257460,2,15.3,"666","Green Lane","Ilford","Greater London","IG3 9RX","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"601826",95340913,"Cherrytree",9,47,662,549109.5,184626.9,1,100102668,"0001000000158001",4,549063.6,184628.9,4000000031211834,1,45.9,"14 The Mall","Heathway","Dagenham","Greater London","RM10 8RE","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602040",95509752,"Ria Money Transfer",2,9,140,544325.7,184196.3,1,100060477,"0001000007191197",6,544338.3,184187.4,5000005111018026,1,15.4,"1","Station Parade","Barking","Greater London","IG11 8ED","Y","Barking and Dagenham London Boro",NA,"www.riafinancial.com","Ria Money Transfer","","","Local Data Company","2015-03-01"
"602057",95785931,"As Princessa De Portugal",9,47,665,550292,184605.2,1,100025173,"0001000000215207",2,550270.9,184604.5,4000000030365520,2,21.2,"678","Rainham Road South","Dagenham","Greater London","RM10 8YS","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602072",95802846,"Day 1",9,47,699,547438,185987,1,100091552,"0001000000053108",2,547448.7,185981.3,4000000030361255,3,12.1,"230","Bennets Castle Lane","Dagenham","Greater London","RM8 3XP","N","Barking and Dagenham London Boro",2085934039,"","Day 1","","","Local Data Company","2015-03-01"
"602283",95377648,"Alicias",2,10,156,544473.4,184019.3,1,100047295,"0001000007191120",3,544453.4,184008.6,4000000030360596,4,22.7,"37","Ripple Road","Barking","Greater London","IG11 7NT","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602284",95378546,"Rathbone Jewellers",9,46,659,544357.5,184237.6,1,100060460,"0001000007191188",4,544370.6,184226.7,5000005111018026,1,17.1,"19","Station Parade","Barking","Greater London","IG11 8ED","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602291",95404741,"Park & Shop",9,47,699,549540.2,185753.3,1,100022962,"0001000000160088",3,549545.2,185774.5,4000000031279078,1,21.8,"260","Oxlow Lane","Dagenham","Greater London","RM10 7YX","Y","Barking and Dagenham London Boro",2082530260,"www.parkandshop.co.uk","Park & Shop","","","Local Data Company","2015-03-01"
"602295",95378707,"Faircross Launderette",2,10,158,545317.2,185052.1,1,100018897,"0001000007382290",3,545295,185083.8,4000000030988774,5,38.7,"22 Faircross Parade","Longbridge Road","Barking","Greater London","IG11 8UW","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602309",95378797,"Barking Halal Meat",9,47,662,544359,184187.2,1,100060469,"0001000007191141",4,544346.5,184197.6,5000005111018026,1,16.3,"6","Station Parade","Barking","Greater London","IG11 8DN","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602333",95380909,"Royal Oak Minicars",2,15,230,547347.9,186873,1,100091638,"0001000000057187",4,547367.7,186873.7,4000000030156766,6,19.9,"8","Bennetts Castle Lane","Dagenham","Greater London","RM8 3XU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602351",95787397,"Costcutter",9,47,699,551805,186497,1,NA,"0001000000286276",9,551833.5,186507,4000000030103580,5,30.2,"6, The Cardome, Murco, , Upper Rainham Road","Elm Park","Hornchurch","Greater London","RM12 4BZ","N","Havering London Boro",1708448000,"www.costcutter.co.uk","Costcutter","","","Local Data Company","2015-03-01"
"602355",95802328,"Plumbase",9,48,680,546294.8,183588.3,1,100100267,"0001000007459982",3,546276.6,183573.8,4000000030707187,4,23.3,"Unit 6 The Invicta Centre","Alfreds Way","Barking","Greater London","IG11 0BA","Y","Barking and Dagenham London Boro",2085916122,"www.plumbase.com","Plumbase","","","Local Data Company","2015-03-01"
"602357",95785775,"Meb's Clothing",9,46,656,544438.4,184163.2,1,10091870323,"0001000007191445",5,544413.3,184098.2,4000000031272145,1,69.7,"Unit 45  The Vicarage Field Shopping Centre","Ripple Road","Barking","Greater London","IG11 8DH","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602396",95819809,"Vintage Concept",9,48,677,549499,183422,1,NA,"0001000000155932",4,549488.9,183406,4000000031085345,1,18.9,"5, Princess Parade","New Road","Dagenham","Greater London","RM10 9LS","N","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602425",95802854,"Dixy Chicken",1,2,18,547096,186991,1,100089971,"0001000000056822",2,547100.8,187005.4,4000000030361296,3,15.2,"732","Green Lane","Dagenham","Greater London","RM8 1YX","N","Barking and Dagenham London Boro",2085998205,"www.dixychicken.co.uk","Dixy Chicken","","","Local Data Company","2015-03-01"
"602435",95825679,"ScS",9,48,682,543728,182492,1,10009018154,"0001000042415932",9,543753.4,182431.8,5000005124543054,1,65.3,"5 Beckton Triangle Retail Park","Claps Gate Lane","London","Greater London","E6 6LH","N","Newham London Boro",2087091880,"www.scs.co.uk","ScS","","","Local Data Company","2015-03-01"
"602611",95844837,"Londis",9,47,699,542949.7,185322.2,1,10008984478,"1000001811245152",3,542941.6,185341.7,4000000030360464,5,21.2,"128-130","Church Road","London","Greater London","E12 6HL","Y","Newham London Boro",2084784878,"www.londis.co.uk","Londis","","","Local Data Company","2015-03-01"
"602686",95487636,"Elm Park Pets",9,48,691,552593.1,185777.8,1,100023213888,"0001000000342411",3,552575.1,185772.2,4000000030103552,2,18.9,"34","The Broadway","Hornchurch","Greater London","RM12 4RN","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602704",95511601,"Church Elm Launderette",2,10,158,549463.8,184536.4,1,100053780,"0001000000158273",2,549460.3,184557.8,4000000030262345,5,21.7,"128","Church Elm Lane","Dagenham","Greater London","RM10 9RL","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602758",95477601,"Drones",2,10,156,549774,191067,1,100023217543,"0001000000176956",2,549765.6,191089.4,4000000030366643,2,23.9,"43b","Collier Row Road","Romford","Greater London","RM5 3NR","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602950",95780225,"Al-Ansar Islamic Bookshop",9,48,674,546289.5,187418.8,1,10023771868,"0001000007473610",3,546295.9,187402,4000000030156750,3,18,"833-835","High Road","Ilford","Greater London","IG3 8TD","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"602981",95381585,"Kenway",2,3,45,549905,188384.1,1,NA,"0001000000169404",2,549901.3,188409.8,4000000030263510,2,25.9,"261","London Road","Romford","Greater London","RM7 9NJ","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603003",95407793,"Rdc London",9,46,656,543881.2,185792.5,1,10023192974,"1000001811160760",2,543859.3,185785.2,4000000030428193,3,23.1,"187","Ilford Lane","Ilford","Greater London","IG1 2RT","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603021",95802308,"IMO - arc Clean Car Centres",2,10,183,545984,183848,1,NA,"0001000007371991",4,546019.7,183876.2,4000000031234979,1,45.5,"512","Ripple Road","Barking","Greater London","IG11 9PG","Y","Barking and Dagenham London Boro",2085918607,"www.imocarwash.com","IMO - arc Clean Car Centres","","","Local Data Company","2015-03-01"
"603044",95813391,"Vix",9,47,705,544461,184170,1,NA,"0001000007191445",5,544413.3,184098.2,4000000031272145,1,86.2,"42a, Vicarage Field Shopping Centre, Ripple Road","Town Centre","Barking","Greater London","IG11 8DJ","N","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603051",95801164,"Chicken Spot",1,2,18,542655,183610,1,NA,"0001000041883468",4,542659.5,183590.3,4000000030255793,3,20.2,"401","Barking Road","London","Greater London","E6 2JT","N","Newham London Boro",2084750025,"www.chickenspot.com","Chicken Spot","","","Local Data Company","2015-03-01"
"603064",95275151,"Lakeview Estates",2,11,190,546244.3,187365.8,1,10034922520,"0001000007473590",4,546238.8,187380.4,4000000030156750,3,15.6,"762","High Road","Ilford","Greater London","IG3 8SY","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603087",95408424,"Ajay's",2,10,156,544379.6,185987.6,1,100022245601,"0001000007192820",3,544382.8,185971.8,4000000030156504,3,16.2,"129","Windsor Road","Ilford","Greater London","IG1 1HE","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603108",95377642,"Tasty Chicken & Pizza",1,2,18,544515.1,183930.6,1,100047482,"0001000042430314",3,544507.3,183922.7,4000000030427996,3,11.1,"115-117","Ripple Road","Barking","Greater London","IG11 7NY","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603272",95510862,"Sheenz",2,10,156,547226.9,186941.4,1,100012042,"0001000000056712",4,547234.9,186959.7,4000000030156764,2,20,"772","Green Lane","Dagenham","Greater London","RM8 1YT","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603310",95505275,"Lucky Hairdresser",2,10,156,543173.4,185408.8,1,46014777,"0001000007109589",3,543169,185421.2,4000000030360467,2,13.1,"210","Church Road","London","Greater London","E12 6HL","Y","Newham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603412",95487146,"Saint Francis Hospice",9,48,714,552583.9,185588.5,1,100023214039,"0001000000341562",3,552607.8,185591.3,4000000030159740,2,24.1,"8","Station Parade","Hornchurch","Greater London","RM12 5AB","Y","Havering London Boro",1708437002,"www.stfrancishospice.co.uk","Saint Francis Hospice","","","Local Data Company","2015-03-01"
"603522",95377548,"Ink-Link",9,48,720,544648.1,184540.8,1,100018938,"0001000042431405",3,544633.8,184556,4000000030360780,2,20.9,"82","Longbridge Road","Barking","Greater London","IG11 8SF","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603523",95377567,"J&C",2,10,156,544207.4,184157.6,1,100056239,"0001000007190979",4,544204.2,184172.9,5000005109391535,1,15.6,"29","London Road","Barking","Greater London","IG11 8AA","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603524",95381193,"Rush Green Balti",1,2,18,550902.7,187442.7,1,100021395406,"0001000000222002",4,550905.8,187422.2,4000000030430957,5,20.7,"166","Rush Green Road","Romford","Greater London","RM7 0JU","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603547",95378866,"Yaki Noodle Bar",1,2,43,544525.4,184405.1,1,100018917,"1000001811128083",2,544510.2,184416.5,4000000030360709,4,19.1,"36","Longbridge Road","Barking","Greater London","IG11 8RY","Y","Barking and Dagenham London Boro",NA,"","","Restaurant Type","Chinese Restaurant","Local Data Company","2015-03-01"
"603566",95417817,"Hamza Halal Butchers",9,47,662,542914.6,184013.5,1,46010266,"0001000041890950",3,542910.5,184030,4000000030102350,6,17,"115","Caledon Road","London","Greater London","E6 2HA","Y","Newham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603620",95808468,"Klass Dry Cleaners",2,10,158,548874,187244,1,100032676,"0001000000120424",4,548851.4,187238.4,4000000030262905,2,23.3,"74, Whalebone Lane South","Becontree","Dagenham","Greater London","RM8 1BB","N","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603727",95331928,"Bonfire",1,2,18,544505.4,184440.3,1,100018965,"0001000042433315",5,544519.7,184429,4000000030360709,4,18.2,"35","Longbridge Road","Barking","Greater London","IG11 8TN","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603792",95364489,"Chopra & Sons",9,47,699,543844,185776,1,NA,"1000001811293076",1,543860.5,185781.5,4000000030428193,3,17.4,"Claire House, 158-162, Ilford Lane","Town Centre","Ilford","Greater London","IG1 2LA","N","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603803",95408221,"Al-Rehman",9,47,669,547307.9,186947.1,1,100091607,"0001000000056682",2,547300.9,186931,4000000030156764,2,17.5,"713","Green Lane","Dagenham","Greater London","RM8 1UU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603836",95407846,"Digimas",2,10,177,544189.6,185920,1,100022246211,"0001000007192915",3,544202.1,185924.6,4000000030256968,3,13.3,"128a","Woodlands Road","Ilford","Greater London","IG1 1JP","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603870",95802829,"Ramune",9,47,669,548916.6,186824.3,1,100100780,"0001000000114228",3,548934.4,186808.7,4000000030596681,6,23.6,"763","Becontree Avenue","Dagenham","Greater London","RM8 3HH","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"603888",95807121,"Goals",6,35,447,548011,183708,1,NA,"0001000042532470",5,548062,183595,4000000030360889,4,124,"Ripple Road","","Dagenham","Greater London","RM9 6XW","N","Barking and Dagenham London Boro",2085957000,"www.goalsfootball.co.uk","Goals","","","Local Data Company","2015-03-01"
"603913",95851020,"Shel's Convenience Store",9,47,699,546903,186115,1,10023593538,"0001000007469662",2,546918.5,186103.1,4000000030156662,4,19.6,"127-133, Becontree Avenue","Becontree","Dagenham","Greater London","RM8 2UL","N","Barking and Dagenham London Boro",2085975124,"www.premier-stores.co.uk","Premier","","","Local Data Company","2015-03-01"
"604195",95407788,"A.A. Homewares",9,48,685,543903.6,185717.3,1,100023044101,"0001000007107040",3,543887,185710.8,4000000031297727,1,17.9,"211","Ilford Lane","Ilford","Greater London","IG1 2RU","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604199",95407836,"Access Launderette",2,10,158,544843.3,185882.8,1,100023044132,"0001000007191838",2,544828.3,185876.9,4000000030257046,2,16.1,"127","Gordon Road","Ilford","Greater London","IG1 2XT","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604284",95488507,"Chestnuts",2,10,156,552339.7,186798.9,1,100023213932,"0001000000347645",2,552316.5,186796.5,4000000030159799,5,23.3,"133","Albany Road","Hornchurch","Greater London","RM12 4AQ","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604312",95488385,"Golden Dragon",1,2,18,549762.7,184537.6,1,10023591946,"0001000000156345",3,549756.3,184524.8,4000000030262422,4,14.3,"6 Royal Parade","Church Street","Dagenham","Greater London","RM10 9XB","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604366",95512080,"Yummy Chicken",1,2,18,546364.8,187383.8,1,10023770217,"0001000007473523",2,546376.1,187382.9,4000000030257475,3,11.3,"12","Goodmayes Road","Ilford","Greater London","IG3 9UN","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604382",95275877,"K Mapson",9,46,659,547967.3,187970.8,1,100013263,"0001000000060841",3,547961,187990.5,4000000030258930,4,20.6,"70","High Road","Romford","Greater London","RM6 6PP","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604577",110635554,"Mobile Hut",9,48,726,547101.7,186988.5,1,100089972,"0001000000056821",2,547106.7,187003.4,4000000030361296,3,15.7,"734","Green Lane","Dagenham","Greater London","RM8 1YX","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604605",109124096,"On the Run",9,47,699,549400.3,191012.4,1,100023217308,"1000001806740082",4,549405.9,190985.1,4000000030103789,3,27.9,"140-148","Collier Row Road","Romford","Greater London","RM5 2BD","Y","Havering London Boro",1708754872,"","On the Run","","","Local Data Company","2015-03-01"
"604714",95303819,"Snax",1,2,18,549910.6,188384.9,1,100023219676,"0001000000169405",2,549906.9,188410.6,4000000030263510,2,25.9,"259","London Road","Romford","Greater London","RM7 9NJ","Y","Havering London Boro",1708748444,"","Snax","","","Local Data Company","2015-03-01"
"604843",102645931,"Ldf Chicken",1,2,18,547201,186952,1,NA,"0001000000056707",4,547206.9,186969.5,4000000030156764,2,18.4,"762, Green Lane","Becontree","Dagenham","Greater London","RM8 1YT","N","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604887",104607619,"Goraya",1,2,18,544650.4,184592.7,1,100092491,"0001000042431510",4,544660.6,184582.6,4000000030360781,2,14.4,"93","Longbridge Road","Barking","Greater London","IG11 8TB","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604898",103353027,"Salon Company",2,10,156,552570,185886,1,NA,"0001000000341942",3,552578.9,185870.7,4000000030262982,2,17.7,"14, Elm Parade Shops, Elm Park Avenue","Elm Park","Hornchurch","Greater London","RM12 4SA","N","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"604999",95488037,"Derek W White",5,28,330,551989.4,188161,1,100021337955,"0001000000290670",4,551975.6,188155.1,4000000030263678,3,15,"7a","Park Lane","Hornchurch","Greater London","RM11 1BB","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605007",95487340,"Traditional Windows",9,48,680,551807.4,187415,1,100023214004,"0001000000288220",3,551803.9,187430.9,4000000030366032,2,16.2,"321","Hornchurch Road","Hornchurch","Greater London","RM12 4TQ","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605098",95478240,"Favourite Fried Chicken Ltd",1,2,18,549534.6,191037.5,1,100021367472,"0001000000177036",2,549539.6,191013.5,4000000030160310,2,24.5,"104","Collier Row Road","Romford","Greater London","RM5 2BA","Y","Havering London Boro",1708761644,"www.favorite.co.uk","Favourite Chicken & Ribs","","","Local Data Company","2015-03-01"
"605125",95381329,"Sense Charity Shop",9,48,714,549030.8,184691.9,1,100013787,"0001000000158047",3,549051.9,184694.6,4000000030103499,4,21.3,"10 Station Parade","Heathway","Dagenham","Greater London","RM9 5AW","Y","Barking and Dagenham London Boro",2085969041,"www.sense.org.uk","Sense","","","Local Data Company","2015-03-01"
"605141",95378779,"The Chubby Friar",1,2,18,545324.5,183951.8,1,100105316,"0001000007372530",2,545327.4,183928.2,4000000030256566,3,23.8,"353","Ripple Road","Barking","Greater London","IG11 9PN","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605142",95381581,"Oldchurch Cafe",1,2,13,550921.9,187921.2,1,100021390095,"0001000000219999",2,550911.7,187942.4,4000000030263536,4,23.6,"155","Oldchurch Road","Romford","Greater London","RM7 0BD","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605174",104044116,"Ashley Food & Wine",9,47,699,549447,184535,1,100053939,"0001000000158271",2,549443.7,184555.1,4000000030262345,5,20.3,"122","Church Elm Lane","Dagenham","Greater London","RM10 9RL","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605270",95439864,"The Roofing Centre",9,48,680,548957.7,186998.3,1,100032583,"0001000000114214",6,548941.9,186986.7,4000000031249971,2,19.6,"10","Whalebone Lane South","Dagenham","Greater London","RM8 1HB","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605315",95377646,"Trendz",9,48,677,544488.2,183989.5,1,100047427,"0001000007187425",3,544471.1,183975.2,4000000030427998,4,22.3,"49","Ripple Road","Barking","Greater London","IG11 7NT","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605406",95833315,"George at Asda",9,46,656,544438,184163,1,NA,"0001000007191445",5,544413.3,184098.2,4000000031272145,1,69.3,"11a, Vicarage Field Shopping Centre, Asda, Ripple Road","Town Centre","Barking","Greater London","IG11 8DJ","N","Barking and Dagenham London Boro",2084778400,"www.george.com","George at Asda","","","Local Data Company","2015-03-01"
"605436",104611424,"Citizens Claims Management",2,9,149,544054.9,185193.2,1,100022220530,"0001000007194401",3,544072.2,185195.9,4000000030360758,2,17.5,"394","Ilford Lane","Ilford","Greater London","IG1 2NB","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605461",103353382,"Unze",9,46,657,543835,185781.6,1,10090502554,"1000001811293077",1,543857.9,185789.2,4000000030428193,3,24.2,"148","Ilford Lane","Ilford","Greater London","IG1 2LQ","Y","Redbridge London Boro",NA,"www.unze.co.uk","Unze","","","Local Data Company","2015-03-01"
"605568",95830416,"Dancework Studio",4,24,293,550660.6,182980.2,1,NA,"0001000000212208",2,550652.1,182947,4000000031147015,2,34.3,"Unit 4 Fordview Estate 69","New Road","Rainham","Greater London","RM13 8ET","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605703",95802893,"Dal's",2,10,156,549065,184736,1,100013846,"0001000000157624",2,549046.4,184733.3,4000000030103499,4,18.8,"256a","Heathway","Dagenham","Greater London","RM10 8QS","N","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605712",95814376,"G8 Properties",2,11,190,546376.8,187246.1,1,10013586161,"0001000007473819",4,546369.7,187246.2,4000000030156752,3,7.1,"7 Ravenings Parade","Goodmayes Road","Ilford","Greater London","IG3 9NR","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605736",95851014,"Fresh",9,47,699,549305.6,184070.2,1,100038147,"0001000000159756",3,549288.1,184071.2,4000000030262344,4,17.5,"133","Broad Street","Dagenham","Greater London","RM10 9HP","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605742",95378444,"Sleepwell Bedrooms",7,37,465,544456.8,184048.1,1,100047441,"0001000007191118",3,544437.9,184035.7,4000000030360596,4,22.6,"25-27","Ripple Road","Barking","Greater London","IG11 7NT","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"605813",95802901,"Variety Fruit & Veg",9,47,669,549018.5,184859.8,1,100023649,"0001000000157567",4,549027.3,184877.5,5000005102428390,1,19.7,"1","Parsloes Avenue","Dagenham","Greater London","RM9 5PA","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606037",104613101,"J.J.S. Food & Wines",9,47,699,546386.8,187114.8,1,100023050900,"0001000007473268",5,546368,187114.8,4000000030361283,3,18.8,"61","Goodmayes Road","Ilford","Greater London","IG3 9UD","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606107",95266630,"Valli's",9,48,716,542661.4,185250.6,1,10008984531,"0001000007029422",4,542658.4,185265.7,4000000030255946,6,15.4,"76","Church Road","London","Greater London","E12 6AF","Y","Newham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606151",96594621,"Costcutter",9,47,699,547749.4,187947.8,1,100089831,"0001000000061213",2,547756.7,187927.2,4000000030258931,4,21.8,"13-15","High Road","Chadwell Heath, Romford","Greater London","RM6 6PU","Y","Barking and Dagenham London Boro",2089838982,"www.costcutter.co.uk","Costcutter","","","Local Data Company","2015-03-01"
"606199",104608975,"Star Garage",2,13,212,546937,187596,1,NA,"0001000007471523",5,546928.1,187621.5,4000000030156758,7,27,"888, High Road","Chadwell Heath","Romford","Greater London","RM6 4AB","N","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606203",104045703,"Richmond Hair Style",2,10,156,544432.6,185757.7,1,100023043173,"0001000007193371",2,544416.8,185752.2,4000000030256967,2,16.7,"157","Richmond Road","Ilford","Greater London","IG1 1JT","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606217",104608024,"Kta Supermarket",9,47,699,544798,183759.3,1,100092508,"0001000042430259",3,544791.8,183775.1,4000000030156249,7,16.9,"208","Ripple Road","Barking","Greater London","IG11 7PR","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
